Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
15,"HTC Desire 816 Repair","Desire Repair",216,"Front Screen Repair ",108.99,No,108.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",217,"Antenna Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",218,"Battery Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",219,"Charging Port Repair ",57.99,No,57.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",220,"Diagnostic Service ",39.99,No,39.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",221,"Earpiece Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",222,"Front Camera Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",223,"Headphone Socket Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",224,"Home Button Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",225,"Liquid Damage Service ",69.99,No,69.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",226,"Loudspeaker Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",227,"Microphone Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",228,"Mute Button Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",229,"Power Button Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",230,"Rear Camera Repair ",59.99,No,59.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",231,"Rear Cover Repair ",57.99,No,57.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",232,"Vibration Repair ",54.99,No,54.99,,,Published
15,"HTC Desire 816 Repair","Desire Repair",233,"Volume Repair ",54.99,No,54.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",234,"Front Screen Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",235,"Antenna Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",236,"Battery Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",237,"Charging Port Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",238,"Diagnostic Service ",39.99,No,39.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",239,"Earpiece Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",240,"Front Camera Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",241,"Headphone Socket Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",242,"Home Button Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",243,"Liquid Damage Service ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",244,"Loudspeaker Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",245,"Microphone Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",246,"Mute Button Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",247,"Power Button Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",248,"Rear Camera Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",249,"Rear Cover Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",250,"Vibration Repair ",69.99,No,69.99,,,Published
16,"HTC Desire Eye Repair","Desire Repair",251,"Volume Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",789,"Front Screen Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",790,"Antenna Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",791,"Battery Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",792,"Charging Port Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",793,"Diagnostic Service ",39.99,No,39.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",794,"Earpiece Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",795,"Front Camera Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",796,"Headphone Socket Repair ",69.99,No,69.99,,,Published
47,"HTC Desire 728 Ultra Repairs","Desire Repair",797,"Home Button Repair ",69.99,No,69.99,,,Published
