Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",55,"Front Screen Repair ",109.99,No,109.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",56,"Antenna Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",57,"Battery Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",58,"Charging Port Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",59,"Earpiece Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",60,"Front Camera Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",61,"Headphone Socket Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",62,"Home Button Repair ",109.99,No,109.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",63,"Liquid Damage Service ",69.99,No,69.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",64,"Loudspeaker Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",65,"Microphone Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",66,"Mute Button Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",67,"Power Button Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",68,"Rear Camera Repair ",79.99,No,79.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",69,"Rear Cover Repair ",89.99,No,89.99,,,Published
5,"Sony Xperia XZ Repair","Sony Xperia Series Repair",70,"Vibration Repair ",89.99,No,89.99,,,Published
