Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
12,"iPod Nano 6th Gen Repair","iPod Repair",169,"Battery Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",170,"Charging Port Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",171,"Diagnostic Service ",39.99,No,39.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",172,"Front Camera Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",173,"Headphone Socket Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",174,"Liquid Damage Service ",69.99,No,69.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",175,"Loudspeaker Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",176,"Microphone Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",177,"Mute Button Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",178,"Power Button Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",179,"Rear Camera Repair ",89.99,No,89.99,,,Published
12,"iPod Nano 6th Gen Repair","iPod Repair",180,"Volume Repair ",89.99,No,89.99,,,Published
91,"iPod Nano 7th Gen Repair","iPod Repair",1535,"Diagnostic Service ",39.99,No,39.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1536,"Battery Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1537,"Charging Port Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1538,"Diagnostic Service ",39.99,No,39.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1539,"Front Camera Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1540,"Headphone Socket Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1541,"Home Button Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1542,"Liquid Damage Service ",69.99,No,69.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1543,"Loudspeaker Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1544,"Mute Button Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1545,"Power Button Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1546,"Rear Camera Repair ",89.99,No,89.99,,,Published
92,"iPod Touch 3rd Gen Repair","iPod Repair",1547,"Rear Cover Repair ",89.99,No,89.99,,,Published
