Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
197,"Huawei Mate 9 Repair",,2985,"Front Screen Repair ",99.99,No,99.99,,,Published
197,"Huawei Mate 9 Repair",,2986,"Antenna Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2987,"Battery Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2988,"Charging Port Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2989,"Earpiece Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2990,"Front Camera Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2991,"Headphone Socket Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2992,"Home Button Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2993,"Liquid Damage Service ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2994,"Loudspeaker Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2995,"Microphone Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2996,"Mute Button Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2997,"Power Button Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2998,"Rear Camera Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,2999,"Rear Cover Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,3000,"Vibration Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,3001,"Volume Repair ",69.99,No,69.99,,,Published
197,"Huawei Mate 9 Repair",,3002,"Diagnostic Service ",39.99,No,39.99,,,Published
292,"Huawei P30 Pro Repair",,4607,"Front Screen Repair ",294.99,No,294.99,,,Published
292,"Huawei P30 Pro Repair",,4621,"Antenna Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4622,"Battery Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4637,"Charging Port Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4638,"Diagnostic Service ",39.99,No,39.99,,,Published
292,"Huawei P30 Pro Repair",,4652,"Earpiece Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4653,"Front Camera Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4663,"Headphone Socket Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4664,"Home Button Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4674,"Liquid Damage Service ",89.99,No,89.99,,,Published
292,"Huawei P30 Pro Repair",,4675,"Loudspeaker Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4683,"Microphone Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4684,"Power Button Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4689,"Rear Camera Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4690,"Vibration Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4695,"Volume Repair ",249.99,No,249.99,,,Published
292,"Huawei P30 Pro Repair",,4696,"WIFI Repair ",249.99,No,249.99,,,Published
294,"Huawei P10 Lite Repairs",,4704,"Front Screen Repair ",98.99,No,98.99,,,Published
294,"Huawei P10 Lite Repairs",,4705,"Antenna Repair ",79.99,No,79.99,,,Published
294,"Huawei P10 Lite Repairs",,4706,"Battery Repair ",79.99,No,79.99,,,Published
295,"Huawei P20 Pro Repairs",,4707,"Front Screen Repair ",249.99,No,249.99,,,Published
294,"Huawei P10 Lite Repairs",,4708,"Charging Port Repair ",79.99,No,79.99,,,Published
294,"Huawei P10 Lite Repairs",,4709,"Earpiece Repair ",79.99,No,79.99,,,Published
295,"Huawei P20 Pro Repairs",,4710,"Antenna Repair ",199.99,No,199.99,,,Published
295,"Huawei P20 Pro Repairs",,4711,"Battery Repair ",199.99,No,199.99,,,Published
294,"Huawei P10 Lite Repairs",,4712,"Front Camera Repair ",79.99,No,79.99,,,Published
294,"Huawei P10 Lite Repairs",,4713,"Headphone Socket Repair ",79.99,No,79.99,,,Published
295,"Huawei P20 Pro Repairs",,4714,"Charging Port Repair ",199.99,No,199.99,,,Published
295,"Huawei P20 Pro Repairs",,4715,"Diagnostic Service ",39.99,No,39.99,,,Published
296,"Huawei P10 Repairs",,4716,"Front Screen Repair ",119.99,No,119.99,,,Published
294,"Huawei P10 Lite Repairs",,4717,"Home Button Repair ",79.99,No,79.99,,,Published
294,"Huawei P10 Lite Repairs",,4718,"Liquid Damage Service ",89.99,No,89.99,,,Published
295,"Huawei P20 Pro Repairs",,4719,"Earpiece Repair ",199.99,No,199.99,,,Published
