Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
204,"Microsoft Lumia 435 Repair",,3108,"Front Screen Repair ",74.99,No,74.99,,,Published
204,"Microsoft Lumia 435 Repair",,3109,"Antenna Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3110,"Battery Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3111,"Charging Port Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3112,"Earpiece Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3113,"Front Glass Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3114,"Front Camera Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3115,"Headphone Socket Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3116,"Antenna Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3117,"Battery Repair ",54.99,No,54.99,,,Published
204,"Microsoft Lumia 435 Repair",,3118,"Home Button Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3119,"Liquid Damage Service ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3120,"Charging Port Repair ",63.99,No,63.99,,,Published
205,"Microsoft Lumia 535 Repair",,3121,"Earpiece Repair ",58.99,No,58.99,,,Published
204,"Microsoft Lumia 435 Repair",,3122,"Loudspeaker Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3123,"Microphone Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3124,"Front Camera Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3125,"Headphone Socket Repair ",58.99,No,58.99,,,Published
204,"Microsoft Lumia 435 Repair",,3126,"Mute Button Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3127,"Power Button Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3128,"LCD Repair ",79.99,No,79.99,,,Published
205,"Microsoft Lumia 535 Repair",,3129,"Liquid Damage Service ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3130,"Rear Camera Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3131,"Rear Cover Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3132,"Loudspeaker Repair ",58.99,No,58.99,,,Published
205,"Microsoft Lumia 535 Repair",,3133,"Microphone Repair ",58.99,No,58.99,,,Published
204,"Microsoft Lumia 435 Repair",,3134,"Vibration Repair ",69.99,No,69.99,,,Published
204,"Microsoft Lumia 435 Repair",,3135,"Volume Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3136,"Mute Button Repair ",58.99,No,58.99,,,Published
205,"Microsoft Lumia 535 Repair",,3137,"Power Button Repair ",58.99,No,58.99,,,Published
204,"Microsoft Lumia 435 Repair",,3138,"Diagnostic Service ",39.99,No,39.99,,,Published
205,"Microsoft Lumia 535 Repair",,3139,"Rear Camera Repair ",58.99,No,58.99,,,Published
205,"Microsoft Lumia 535 Repair",,3140,"Vibration Repair ",69.99,No,69.99,,,Published
205,"Microsoft Lumia 535 Repair",,3141,"Volume Repair ",58.99,No,58.99,,,Published
205,"Microsoft Lumia 535 Repair",,3142,"Diagnostic Service ",39.99,No,39.99,,,Published
231,"Microsoft Lumia 640XL Repair",,3569,"Front Screen Repair ",79.99,No,79.99,,,Published
233,"Microsoft Lumia 650 Repair",,3577,"Front Screen Repair ",119.99,No,119.99,,,Published
231,"Microsoft Lumia 640XL Repair",,3578,"Antenna Repair ",99.99,No,99.99,,,Published
231,"Microsoft Lumia 640XL Repair",,3579,"Battery Repair ",99.99,No,99.99,,,Published
233,"Microsoft Lumia 650 Repair",,3586,"Antenna Repair ",99.99,No,99.99,,,Published
233,"Microsoft Lumia 650 Repair",,3587,"Battery Repair ",99.99,No,99.99,,,Published
234,"Microsoft Lumia 640 Repair",,3588,"Front Screen Repair ",84.99,No,84.99,,,Published
231,"Microsoft Lumia 640XL Repair",,3589,"Diagnostic Service ",39.99,No,39.99,,,Published
231,"Microsoft Lumia 640XL Repair",,3590,"Earpiece Repair ",99.99,No,99.99,,,Published
236,"Microsoft Lumia 550 Repair",,3594,"Front Screen Repair ",58.99,No,58.99,,,Published
233,"Microsoft Lumia 650 Repair",,3599,"Charging Port Repair ",99.99,No,99.99,,,Published
233,"Microsoft Lumia 650 Repair",,3600,"Earpiece Repair ",99.99,No,99.99,,,Published
234,"Microsoft Lumia 640 Repair",,3601,"Antenna Repair ",69.99,No,69.99,,,Published
234,"Microsoft Lumia 640 Repair",,3602,"Battery Repair ",69.99,No,69.99,,,Published
