Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
55,"HTC U12+ Repair","Other HTC Repair",937,"Front Screen Repair ",159.99,No,159.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",938,"Antenna Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",939,"Battery Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",940,"Charging Port Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",941,"Diagnostic Service ",39.99,No,39.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",942,"Earpiece Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",943,"Front Camera Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",944,"Headphone Socket Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",945,"Home Button Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",946,"Liquid Damage Service ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",947,"Loudspeaker Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",948,"Microphone Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",949,"Power Button Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",950,"Vibration Repair ",119.99,No,119.99,,,Published
55,"HTC U12+ Repair","Other HTC Repair",951,"Volume Repair ",119.99,No,119.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1008,"Front Screen Repair ",119.99,No,119.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1009,"Antenna Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1010,"Battery Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1011,"Charging Port Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1012,"Diagnostic Service ",39.99,No,39.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1013,"Earpiece Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1014,"Front Camera Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1015,"Headphone Socket Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1016,"Home Button Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1017,"Liquid Damage Service ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1018,"Loudspeaker Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1019,"Microphone Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1020,"Power Button Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1021,"Rear Camera Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1022,"Vibration Repair ",99.99,No,99.99,,,Published
59,"HTC U12 life Repair","Other HTC Repair",1023,"Volume Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1024,"Front Screen Repair ",253.99,No,253.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1025,"Antenna Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1026,"Battery Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1027,"Charging Port Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1028,"Diagnostic Service ",39.99,No,39.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1029,"Earpiece Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1030,"Front Camera Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1031,"Headphone Socket Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1032,"Home Button Repair ",109.99,No,109.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1033,"Liquid Damage Service ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1034,"Loudspeaker Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1035,"Microphone Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1036,"Mute Button Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1037,"Power Button Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1038,"Rear Camera Repair ",79.99,No,79.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1039,"Rear Cover Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1040,"Vibration Repair ",99.99,No,99.99,,,Published
60,"HTC U Ultra Repair","Other HTC Repair",1041,"Volume Repair ",99.99,No,99.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1042,"Front Screen Repair ",169.99,No,169.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1043,"Antenna Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1044,"Battery Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1045,"Charging Port Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1046,"Diagnostic Service ",39.99,No,39.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1047,"Earpiece Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1048,"Front Camera Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1049,"Headphone Socket Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1050,"Home Button Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1051,"Liquid Damage Service ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1052,"Loudspeaker Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1053,"Microphone Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1054,"Vibration Repair ",119.99,No,119.99,,,Published
61,"HTC U11 Eyes Repairs","Other HTC Repair",1055,"Volume Repair ",119.99,No,119.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1056,"Front Screen Repair ",169.99,No,169.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1057,"Antenna Repair ",89.99,No,89.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1058,"Battery Repair ",89.99,No,89.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1059,"Charging Port Repair ",89.99,No,89.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1060,"Diagnostic Service ",39.99,No,39.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1061,"Earpiece Repair ",89.99,No,89.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1062,"Front Camera Repair ",89.99,No,89.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1063,"Headphone Socket Repair ",89.99,No,89.99,,,Published
62,"HTC U Play Repair","Other HTC Repair",1064,"Home Button Repair ",109.99,No,109.99,,,Published
