Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
250,"Nokia 8 Repairs",,3925,"Front Screen Repair ",169.99,No,169.99,,,Published
250,"Nokia 8 Repairs",,3926,"Antenna Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3927,"Battery Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3928,"Charging Port Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3929,"Earpiece Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3930,"Front Camera Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3931,"Headphone Socket Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3932,"Home Button Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3933,"Liquid Damage Service ",89.99,No,89.99,,,Published
251,"Nokia 7.1 Repair",,3934,"Front Screen Repair ",84.99,No,84.99,,,Published
250,"Nokia 8 Repairs",,3935,"Loudspeaker Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3936,"Microphone Repair ",89.99,No,89.99,,,Published
251,"Nokia 7.1 Repair",,3937,"Antenna Repair ",69.99,No,69.99,,,Published
251,"Nokia 7.1 Repair",,3938,"Battery Repair ",69.99,No,69.99,,,Published
250,"Nokia 8 Repairs",,3939,"Mute Button Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3940,"Power Button Repair ",89.99,No,89.99,,,Published
252,"Nokia 9 Pureview Repair",,3941,"Front Screen Repair ",349.99,No,349.99,,,Published
251,"Nokia 7.1 Repair",,3942,"Charging Port Repair ",69.99,No,69.99,,,Published
251,"Nokia 7.1 Repair",,3943,"Diagnostic Service ",39.99,No,39.99,,,Published
250,"Nokia 8 Repairs",,3944,"Rear Camera Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3945,"Rear Cover Repair ",89.99,No,89.99,,,Published
252,"Nokia 9 Pureview Repair",,3946,"Antenna Repair ",269.99,No,269.99,,,Published
252,"Nokia 9 Pureview Repair",,3947,"Battery Repair ",269.99,No,269.99,,,Published
251,"Nokia 7.1 Repair",,3948,"Earpiece Repair ",69.99,No,69.99,,,Published
251,"Nokia 7.1 Repair",,3949,"Front Camera Repair ",69.99,No,69.99,,,Published
250,"Nokia 8 Repairs",,3950,"Software Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3951,"Vibration Repair ",89.99,No,89.99,,,Published
253,"Nokia 8.1 Repair",,3952,"Antenna Repair ",79.99,No,79.99,,,Published
252,"Nokia 9 Pureview Repair",,3953,"Charging Port Repair ",269.99,No,269.99,,,Published
252,"Nokia 9 Pureview Repair",,3954,"Diagnostic Service ",39.99,No,39.99,,,Published
251,"Nokia 7.1 Repair",,3955,"Headphone Socket Repair ",69.99,No,69.99,,,Published
251,"Nokia 7.1 Repair",,3956,"Home Button Repair ",69.99,No,69.99,,,Published
250,"Nokia 8 Repairs",,3957,"Volume Repair ",89.99,No,89.99,,,Published
250,"Nokia 8 Repairs",,3958,"WIFI Repair ",89.99,No,89.99,,,Published
253,"Nokia 8.1 Repair",,3959,"Battery Repair ",79.99,No,79.99,,,Published
253,"Nokia 8.1 Repair",,3960,"Charging Port Repair ",79.99,No,79.99,,,Published
252,"Nokia 9 Pureview Repair",,3961,"Earpiece Repair ",269.99,No,269.99,,,Published
252,"Nokia 9 Pureview Repair",,3962,"Front Camera Repair ",269.99,No,269.99,,,Published
251,"Nokia 7.1 Repair",,3963,"Liquid Damage Service ",69.99,No,69.99,,,Published
