Model_ID,Model_Title,Device,fault_id,fault_name,regular_price,is_on_offer,sale_price,offer_start_date,offer_end_date,status
203,"Huawei Honor 10 Repair",,3059,"Front Screen Repair ",169.99,No,169.99,,,Published
203,"Huawei Honor 10 Repair",,3064,"Antenna Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3065,"Battery Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3070,"Charging Port Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3071,"Diagnostic Service ",39.99,No,39.99,,,Published
203,"Huawei Honor 10 Repair",,3076,"Earpiece Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3077,"Front Camera Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3082,"Headphone Socket Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3083,"Home Button Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3088,"Liquid Damage Service ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3089,"Loudspeaker Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3094,"Microphone Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3095,"Mute Button Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3099,"Power Button Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3100,"Rear Camera Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3103,"Rear Cover Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3104,"Software Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3105,"Vibration Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3106,"Volume Repair ",119.99,No,119.99,,,Published
203,"Huawei Honor 10 Repair",,3107,"WIFI Repair ",119.99,No,119.99,,,Published
280,"Huawei Honor 7X Repairs",,4424,"Front Screen Repair ",99.99,No,99.99,,,Published
280,"Huawei Honor 7X Repairs",,4427,"Antenna Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4428,"Battery Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4431,"Charging Port Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4432,"Earpiece Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4433,"Front Screen Repair ",69.99,No,69.99,,,Published
282,"Huawei Honor Play Repair",,4435,"Front Screen Repair ",99.99,No,99.99,,,Published
280,"Huawei Honor 7X Repairs",,4436,"Front Camera Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4437,"Headphone Socket Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4438,"Antenna Repair ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4439,"Battery Repair ",69.99,No,69.99,,,Published
282,"Huawei Honor Play Repair",,4440,"Antenna Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4441,"Battery Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4442,"Home Button Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4443,"Charging Port Repair ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4444,"Diagnostic Service ",39.99,No,39.99,,,Published
282,"Huawei Honor Play Repair",,4445,"Charging Port Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4446,"Diagnostic Service ",39.99,No,39.99,,,Published
280,"Huawei Honor 7X Repairs",,4447,"Liquid Damage Service ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4448,"Loudspeaker Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4449,"Earpiece Repair ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4450,"Front Camera Repair ",69.99,No,69.99,,,Published
282,"Huawei Honor Play Repair",,4451,"Earpiece Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4452,"Front Camera Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4453,"Microphone Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4454,"Mute Button Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4455,"Headphone Socket Repair ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4456,"Home Button Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4457,"Front Screen Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4458,"Headphone Socket Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4459,"Home Button Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4460,"Power Button Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4461,"Rear Camera Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4462,"Liquid Damage Service ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4463,"Loudspeaker Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4464,"Antenna Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4465,"Battery Repair ",69.99,No,69.99,,,Published
282,"Huawei Honor Play Repair",,4466,"Liquid Damage Service ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4467,"Loudspeaker Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4468,"Rear Cover Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4469,"Software Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4470,"Microphone Repair ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4471,"Mute Button Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4472,"Charging Port Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4473,"Earpiece Repair ",69.99,No,69.99,,,Published
282,"Huawei Honor Play Repair",,4474,"Microphone Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4475,"Mute Button Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4476,"Vibration Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4477,"Volume Repair ",79.99,No,79.99,,,Published
281,"Huawei Honor 7S Repairs",,4478,"Power Button Repair ",69.99,No,69.99,,,Published
281,"Huawei Honor 7S Repairs",,4479,"Rear Camera Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4480,"Front Camera Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4481,"Headphone Socket Repair ",69.99,No,69.99,,,Published
283,"Huawei Honor 6X Repairs",,4482,"Home Button Repair ",69.99,No,69.99,,,Published
282,"Huawei Honor Play Repair",,4483,"Power Button Repair ",79.99,No,79.99,,,Published
282,"Huawei Honor Play Repair",,4484,"Rear Camera Repair ",79.99,No,79.99,,,Published
280,"Huawei Honor 7X Repairs",,4485,"WIFI Repair ",79.99,No,79.99,,,Published
